,Website,Journal,Volume,Issue,Title,Download Link
0,AMS,clim,Volume 34,Issue 11,The Moist Entropy Budget of Terminating Madden–Julian Oscillation Events,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0064.1.pdf
0,AMS,clim,Volume 34,Issue 11,Stratospheric and Tropospheric Flux Contributions to the Polar Cap Energy Budgets,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0722.1.pdf
0,AMS,clim,Volume 34,Issue 11,Two Types of Mid-High-Latitude Low-Frequency Intraseasonal Oscillations near the Ural Mountains during Boreal Summer,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0589.1.pdf
0,AMS,clim,Volume 34,Issue 11,Diurnal Cycle of Coastal Convection in the South China Sea Region and Modulation by the BSISO,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0308.1.pdf
0,AMS,clim,Volume 34,Issue 11,Impact of Stochastic Physics and Model Resolution on the Simulation of Tropical Cyclones in Climate GCMs,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0507.1.pdf
0,AMS,clim,Volume 34,Issue 11,How Moist and Dry Intrusions Control the Local Hydrologic Cycle in Present and Future Climates,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0780.1.pdf
0,AMS,clim,Volume 34,Issue 11,The Response of Extratropical Transition of Tropical Cyclones to Climate Change: Quasi-Idealized Numerical Experiments,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0543.1.pdf
0,AMS,clim,Volume 34,Issue 11,A Climatology of Atmospheric Rivers in New Zealand,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0664.1.pdf
0,AMS,clim,Volume 34,Issue 11,"Seasonal, Interannual, and Interdecadal Variations of the East Asian Summer Monsoon: A Diurnal-Cycle Perspective",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0882.1.pdf
0,AMS,clim,Volume 34,Issue 11,Seesawing of Winter Temperature Extremes between East Asia and North America,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0789.1.pdf
0,AMS,clim,Volume 34,Issue 11,The Role of Atmospheric Feedbacks in Abrupt Winter Arctic Sea Ice Loss in Future Warming Scenarios,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0558.1.pdf
0,AMS,clim,Volume 34,Issue 11,Subseasonal Predictability of Arctic Ocean Sea Ice Conditions: Bering Strait and Ekman-Driven Ocean Heat Transport,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0544.1.pdf
0,AMS,clim,Volume 34,Issue 11,Air Moisture Climatology and Related Physical Processes in the Antarctic on the Basis of ERA5 Reanalysis,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0798.1.pdf
0,AMS,clim,Volume 34,Issue 11,Climatological Features of Strong Winds Caused by Extratropical Cyclones around Japan,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0577.1.pdf
0,AMS,clim,Volume 34,Issue 11,Mechanism for the Spatial Pattern of the Amplitude Changes in Tropical Intraseasonal and Interannual Variability under Global Warming,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0885.1.pdf
0,AMS,clim,Volume 34,Issue 11,Effects of MJO Vertically Tilted Structure on Its Phase Speed from the Moisture Mode Theory Perspective,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0732.1.pdf
0,AMS,clim,Volume 34,Issue 11,Improved Climatology of Tropical Cyclone Precipitation from Satellite Passive Microwave Measurements,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0196.1.pdf
0,AMS,clim,Volume 34,Issue 11,"Heavy Rain-Producing Terrestrial Low Pressure Systems over the East Asian Summer Monsoon Region: Evolution, Energetics, and Trend",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0667.1.pdf
0,AMS,clim,Volume 34,Issue 11,Interbasin and Multiple-Time-Scale Interactions in Generating the 2019 Extreme Indian Ocean Dipole,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0760.1.pdf
0,AMS,clim,Volume 34,Issue 11,Characteristics of Cold-Air Outbreak Events and Associated Polar Mesoscale Cyclogenesis over the North Atlantic Region,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0595.1.pdf
0,AMS,clim,Volume 34,Issue 11,Correcting Observational Biases in Sea Surface Temperature Observations Removes Anomalous Warmth during World War II,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0907.1.pdf
0,AMS,clim,Volume 34,Issue 11,The MJO–QBO Relationship in a GCM with Stratospheric Nudging,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0636.1.pdf
0,AMS,clim,Volume 34,Issue 11,"Interannual Variability of Tropical Atlantic-to-Pacific Moisture Transport Linked to ENSO, Atlantic Niño, and the Freshwater Budget in the Northwestern Tropical Atlantic",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0728.1.pdf
0,AMS,clim,Volume 34,Issue 11,Temporal Duration of the East Asian Summer Monsoon Substantially Affects Surface Energy Exchange over the Summer Monsoon Transition Zone of China,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/11/JCLI-D-20-0102.1.pdf
0,AMS,clim,Volume 34,Issue 12,Temporal–Spatial Variations of Atmospheric Static Stability: A Comparison of the Influences from Temperature and Its Vertical Difference,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0615.1.pdf
0,AMS,clim,Volume 34,Issue 12,Basinwide Connections of Upper-Ocean Temperature Variability in the Equatorial Indian Ocean,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0419.1.pdf
0,AMS,clim,Volume 34,Issue 12,Analysis of the Atmospheric Water Cycle for the Laurentian Great Lakes Region Using CMIP6 Models,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0751.1.pdf
0,AMS,clim,Volume 34,Issue 12,Extreme Rainfall in Taiwan: Seasonal Statistics and Trends,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0999.1.pdf
0,AMS,clim,Volume 34,Issue 12,Mechanisms of Low-Frequency Variability in North Atlantic Ocean Heat Transport and AMOC,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0614.1.pdf
0,AMS,clim,Volume 34,Issue 12,Forecast Skill of the NAO in the Subseasonal-to-Seasonal Prediction Models,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0430.1.pdf
0,AMS,clim,Volume 34,Issue 12,"Inhomogeneity of the Surface Air Temperature Record from Halley, Antarctica",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0748.1.pdf
0,AMS,clim,Volume 34,Issue 12,Teleconnections Governing the Interannual Variability of Great Plains Low-Level Jets in May,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0451.1.pdf
0,AMS,clim,Volume 34,Issue 12,Rapid Warming of Sea Surface Temperature along the Kuroshio and the China Coast in the East China Sea during the Twentieth Century,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0421.1.pdf
0,AMS,clim,Volume 34,Issue 12,Summer Extreme Cyclone Impacts on Arctic Sea Ice,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-19-0925.1.pdf
0,AMS,clim,Volume 34,Issue 12,Investigating the Roles of External Forcing and Ocean Circulation on the Atlantic Multidecadal SST Variability in a Large Ensemble Climate Model Hierarchy,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0167.1.pdf
0,AMS,clim,Volume 34,Issue 12,Influence of the Eurasian Spring Snowmelt on Summer Land Surface Warming over Northeast Asia and Its Associated Mechanism,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0756.1.pdf
0,AMS,clim,Volume 34,Issue 12,Arctic Warming Revealed by Multiple CMIP6 Models: Evaluation of Historical Simulations and Quantification of Future Projection Uncertainties,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0791.1.pdf
0,AMS,clim,Volume 34,Issue 12,AMOC and Climate Responses to Dust Reduction and Greening of the Sahara during the Mid-Holocene,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0628.1.pdf
0,AMS,clim,Volume 34,Issue 12,The Springtime Western Pacific Pattern: Its Formation and Maintenance Mechanisms and Climate Impacts,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0051.1.pdf
0,AMS,clim,Volume 34,Issue 12,Joint Boost to Super El Niño from the Indian and Atlantic Oceans,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0710.1.pdf
0,AMS,clim,Volume 34,Issue 12,Role of the Tibetan Plateau in Northern Drought Induced by Changes in the Subtropical Westerly Jet,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0799.1.pdf
0,AMS,clim,Volume 34,Issue 12,Modeling the Influence of Upstream Land–Atmosphere Coupling on the 2017 Persistent Drought over Northeast China,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0650.1.pdf
0,AMS,clim,Volume 34,Issue 12,Relationship between Boreal Summer Circulation Trend and Destructive Stationary–Transient Wave Interference in the Western Hemisphere,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0530.1.pdf
0,AMS,clim,Volume 34,Issue 12,Simulation and Projection of Summer Convective Afternoon Rainfall Activities over Southeast Asia in CMIP6 Models,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0788.1.pdf
0,AMS,clim,Volume 34,Issue 12,Large-Scale State and Evolution of the Atmosphere and Ocean during PISTON 2018,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0517.1.pdf
0,AMS,clim,Volume 34,Issue 12,Storm-Scale Dynamical Changes of Extratropical Transition Events in Present-Day and Future High-Resolution Global Simulations,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0472.1.pdf
0,AMS,clim,Volume 34,Issue 12,"The Diurnal Cycle of Precipitation according to Multiple Decades of Global Satellite Observations, Three CMIP6 Models, and the ECMWF Reanalysis",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0966.1.pdf
0,AMS,clim,Volume 34,Issue 12,Feedback Processes Modulating the Sensitivity of Atlantic Thermohaline Circulation to Freshwater Forcing Timescales,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0897.1.pdf
0,AMS,clim,Volume 34,Issue 12,The Sensitivity of Persistent Geopotential Anomalies to the Climate of a Moist Channel Model,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0254.1.pdf
0,AMS,clim,Volume 34,Issue 12,IMDAA: High-Resolution Satellite-Era Reanalysis for the Indian Monsoon Region,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0412.1.pdf
0,AMS,clim,Volume 34,Issue 12,Simulations of ENSO Phase-Locking in CMIP5 and CMIP6,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/12/JCLI-D-20-0874.1.pdf
0,AMS,clim,Volume 34,Issue 13,"CAFE60v1: A 60-Year Large Ensemble Climate Reanalysis. Part I: System Design, Model Configuration, and Data Assimilation",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0974.1.pdf
0,AMS,clim,Volume 34,Issue 13,CAFE60v1: A 60-Year Large Ensemble Climate Reanalysis. Part II: Evaluation,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0518.1.pdf
0,AMS,clim,Volume 34,Issue 13,Atmosphere–Ocean Dynamics of Persistent Cold States of the Tropical Pacific Ocean,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0694.1.pdf
0,AMS,clim,Volume 34,Issue 13,Evidence for an Increasing Role of Ocean Heat in Arctic Winter Sea Ice Growth,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0848.1.pdf
0,AMS,clim,Volume 34,Issue 13,Discrepant Effects of Atmospheric Adjustments in Shaping the Spatial Pattern of SST Anomalies between Extreme and Moderate El Niños,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0757.1.pdf
0,AMS,clim,Volume 34,Issue 13,Role of the Climatological Intertropical Convergence Zone in the Seasonal Footprinting Mechanism of El Niño–Southern Oscillation,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0809.1.pdf
0,AMS,clim,Volume 34,Issue 13,Sea Surface Temperature Intercomparison in the Framework of the Copernicus Climate Change Service (C3S),https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0793.1.pdf
0,AMS,clim,Volume 34,Issue 13,Pacific Meridional Modes without Equatorial Pacific Influence,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0573.1.pdf
0,AMS,clim,Volume 34,Issue 13,The Continental-Scale Soil Moisture–Precipitation Feedback in Europe with Parameterized and Explicit Convection,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0415.1.pdf
0,AMS,clim,Volume 34,Issue 13,Interdecadal Shift of the Relationship between ENSO and Winter Synoptic Temperature Variability over the Asian–Pacific–American Region in the 1980s,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0931.1.pdf
0,AMS,clim,Volume 34,Issue 13,A Single-Column Simulation-Based Decomposition of the Tropical Upper-Tropospheric Warming,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0726.1.pdf
0,AMS,clim,Volume 34,Issue 13,Testing for Trends on a Regional Scale: Beyond Local Significance,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-19-0960.1.pdf
0,AMS,clim,Volume 34,Issue 13,Assessment of Decadal Variability in Sea Ice in the Community Earth System Model against a Long-Term Regional Observational Record: Implications for the Predictability of an Ice-Free Arctic,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0561.1.pdf
0,AMS,clim,Volume 34,Issue 13,A New Method for Assessing the Performance of General Circulation Models Based on Their Ability to Simulate the Response to Observed Forcing,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0510.1.pdf
0,AMS,clim,Volume 34,Issue 13,Was the 2015 North Atlantic Subpolar Cold Anomaly Predictable?,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0750.1.pdf
0,AMS,clim,Volume 34,Issue 13,Persistent Anomaly Changes in High-Resolution Climate Simulations,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0465.1.pdf
0,AMS,clim,Volume 34,Issue 13,AMOC Stability and Diverging Response to Arctic Sea Ice Decline in Two Climate Models,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0572.1.pdf
0,AMS,clim,Volume 34,Issue 13,Impacts of Detoured Madden–Julian Oscillations on the South Pacific Convergence Zone,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0444.1.pdf
0,AMS,clim,Volume 34,Issue 13,Transient Response of the Southern Ocean to Idealized Wind and Thermal Forcing across Different Model Resolutions,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0981.1.pdf
0,AMS,clim,Volume 34,Issue 13,Time-Varying Empirical Probability Densities of Southern Ocean Surface Winds: Linking the Leading Mode to SAM and Quantifying Wind Product Differences,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0629.1.pdf
0,AMS,clim,Volume 34,Issue 13,Arctic Amplification of Anthropogenic Forcing: A Vector Autoregressive Analysis,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0324.1.pdf
0,AMS,clim,Volume 34,Issue 13,Atlantic Multidecadal Oscillation Drives Interdecadal Pacific Variability via Tropical Atmospheric Bridge,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0983.1.pdf
0,AMS,clim,Volume 34,Issue 13,A Theory of the Spring Persistence Barrier on ENSO. Part II: Persistence Barriers in SST and Ocean Heat Content,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0820.1.pdf
0,AMS,clim,Volume 34,Issue 13,Diurnal Variations in Rainfall and Precipitation Asymmetry of Tropical Cyclones in the Northwest Pacific Region,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0795.1.pdf
0,AMS,clim,Volume 34,Issue 13,Anomalous Tropical Instability Wave Activity Hindered the Development of the 2016/17 La Niña,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0399.1.pdf
0,AMS,clim,Volume 34,Issue 13,Subseasonal-to-Seasonal Predictability of Onset Dates of South China Sea Summer Monsoon: A Perspective of Meridional Temperature Gradient,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/13/JCLI-D-20-0696.1.pdf
0,AMS,clim,Volume 34,Issue 14,Seasonal Gap Theory for ENSO Phase Locking,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0495.1.pdf
0,AMS,clim,Volume 34,Issue 14,Impacts of Tropical North Atlantic and Equatorial Atlantic SST Anomalies on ENSO,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0835.1.pdf
0,AMS,clim,Volume 34,Issue 14,Representation of Tropical Mesoscale Convective Systems in a General Circulation Model: Climatology and Response to Global Warming,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0535.1.pdf
0,AMS,clim,Volume 34,Issue 14,Ensemble Oscillation Correction (EnOC): Leveraging Oscillatory Modes to Improve Forecasts of Chaotic Systems,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0624.1.pdf
0,AMS,clim,Volume 34,Issue 14,The Globally Coherent Pattern of Autumn Monsoon Precipitation,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0740.1.pdf
0,AMS,clim,Volume 34,Issue 14,Heavier Inner-Core Rainfall of Major Hurricanes in the North Atlantic Basin Than in Other Global Basins,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0668.1.pdf
0,AMS,clim,Volume 34,Issue 14,A Multimodel Investigation of Atmospheric Mechanisms for Driving Arctic Amplification in Warmer Climates,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0354.1.pdf
0,AMS,clim,Volume 34,Issue 14,The Slowdown Tends to Be Greater for Stronger Tropical Cyclones,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0449.1.pdf
0,AMS,clim,Volume 34,Issue 14,The Importance of Central Pacific Meridional Heat Advection to the Development of ENSO,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0648.1.pdf
0,AMS,clim,Volume 34,Issue 14,The Asymmetric Influence of Ocean Heat Content on ENSO Predictability in the CNRM-CM5 Coupled General Circulation Model,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0633.1.pdf
0,AMS,clim,Volume 34,Issue 14,Extratropical Southern Hemisphere Synchronous Pressure Variability in the Early Twentieth Century,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0498.1.pdf
0,AMS,clim,Volume 34,Issue 14,The Effect of an Equatorial Continent on the Tropical Rain Belt. Part I: Annual Mean Changes in the ITCZ,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0739.1.pdf
0,AMS,clim,Volume 34,Issue 14,Centennial-Scale Variability of Terrestrial Near-Surface Wind Speed over China from Reanalysis,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0436.1.pdf
0,AMS,clim,Volume 34,Issue 14,Impact of Reduced Arctic Sea Ice on Northern Hemisphere Climate and Weather in Autumn and Winter,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0515.1.pdf
0,AMS,clim,Volume 34,Issue 14,Midlatitude Cloud Radiative Effect Sensitivity to Cloud Controlling Factors in Observations and Models: Relationship with Southern Hemisphere Jet Shifts and Climate Sensitivity,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0986.1.pdf
0,AMS,clim,Volume 34,Issue 14,Skillful Subseasonal Prediction of U.S. Extreme Warm Days and Standardized Precipitation Index in Boreal Summer,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0878.1.pdf
0,AMS,clim,Volume 34,Issue 14,Monthly Modulations of ENSO Teleconnections: Implications for Potential Predictability in North America,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0391.1.pdf
0,AMS,clim,Volume 34,Issue 14,Pacific Sea Surface Temperature Anomalies as Important Boundary Forcing in Driving the Interannual Warm Arctic–Cold Continent Pattern over the North American Sector,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0867.1.pdf
0,AMS,clim,Volume 34,Issue 14,Enhanced Relationship between Central Tropical Pacific Sea Surface Temperature and Eurasian Surface Air Temperature during Boreal Summers,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-19-0028.1.pdf
0,AMS,clim,Volume 34,Issue 14,Asymmetric Relationship between ENSO and the Tropical Indian Ocean Summer SST Anomalies,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0546.1.pdf
0,AMS,clim,Volume 34,Issue 14,Strengthening Influence of El Niño on the Following Spring Precipitation over the Indochina Peninsula,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0940.1.pdf
0,AMS,clim,Volume 34,Issue 14,Increased Impact of the Tibetan Plateau Spring Snow Cover to the Mei-yu Rainfall over the Yangtze River Valley after the 1990s,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-21-0009.1.pdf
0,AMS,clim,Volume 34,Issue 14,Atmospheric Circumglobal Teleconnection Triggered by Spring Land Thermal Anomalies over West Asia and Its Possible Impacts on Early Summer Climate over Northern China,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0911.1.pdf
0,AMS,clim,Volume 34,Issue 14,Future Changes in the Frequency of Extreme Droughts over China Based on Two Large Ensemble Simulations,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/14/JCLI-D-20-0656.1.pdf
0,AMS,clim,Volume 34,Issue 15,The Response of the Nordic Seas to Wintertime Sea Ice Retreat,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0932.1.pdf
0,AMS,clim,Volume 34,Issue 15,Influence of the Indian Ocean Dipole on the Large-Scale Circulation in South America,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0669.1.pdf
0,AMS,clim,Volume 34,Issue 15,"Interrelationships of Sea Surface Salinity, Chlorophyll-α Concentration, and Sea Surface Temperature near the Antarctic Ice Edge",https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0716.1.pdf
0,AMS,clim,Volume 34,Issue 15,Deforestation Strengthens Atmospheric Transport of Mineral Dust and Phosphorus from North Africa to the Amazon,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0786.1.pdf
0,AMS,clim,Volume 34,Issue 15,A Regional Seasonal Forecast Model of Arctic Minimum Sea Ice Extent: Reflected Solar Radiation versus Late Winter Coastal Divergence,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0846.1.pdf
0,AMS,clim,Volume 34,Issue 15,Interannual Variability of Stratospheric Final Warming in the Southern Hemisphere and Its Tropospheric Origin,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0945.1.pdf
0,AMS,clim,Volume 34,Issue 15,Influence of Background Divergent Moisture Flux on the Frequency of North Pacific Atmospheric Rivers,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-21-0058.1.pdf
0,AMS,clim,Volume 34,Issue 15,Ocean Salinity Aspects of the Ningaloo Niño,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0890.1.pdf
0,AMS,clim,Volume 34,Issue 15,A Northern Hemispheric Wave Train Associated with Interannual Variations in the Bermuda High during Boreal Summer,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0608.1.pdf
0,AMS,clim,Volume 34,Issue 15,Intrinsic Oceanic Decadal Variability of Upper-Ocean Heat Content,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0962.1.pdf
0,AMS,clim,Volume 34,Issue 15,Future Changes to El Niño Teleconnections over the North Pacific and North America,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0877.1.pdf
0,AMS,clim,Volume 34,Issue 15,Seasonal Prediction and Predictability of Regional Antarctic Sea Ice,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0965.1.pdf
0,AMS,clim,Volume 34,Issue 15,A Model Study of the Role of Convection in Westerly Wind Burst Dynamics,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0723.1.pdf
0,AMS,clim,Volume 34,Issue 15,The Relationship between the Polar Jet Stream and Extreme Wildfire Events in North America,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0863.1.pdf
0,AMS,clim,Volume 34,Issue 15,Changes in the Relationship between Spring Precipitation in Southern China and Tropical Pacific–South Indian Ocean SST,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0817.1.pdf
0,AMS,clim,Volume 34,Issue 15,Using Climate Model Simulations to Constrain Observations,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0768.1.pdf
0,AMS,clim,Volume 34,Issue 15,Intransitive Atmosphere Dynamics Leading to Persistent Hot–Dry or Cold–Wet European Summers,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0943.1.pdf
0,AMS,clim,Volume 34,Issue 15,Relative Contribution of Trend and Interannually Varying SST Anomalies to the 2018 Heat Waves in the Extratropical Northern Hemisphere,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0556.1.pdf
0,AMS,clim,Volume 34,Issue 15,Evolution of the Tropical Response to Periodic Extratropical Thermal Forcing,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0493.1.pdf
0,AMS,clim,Volume 34,Issue 15,Emergent Constraints on the Large-Scale Atmospheric Circulation and Regional Hydroclimate: Do They Still Work in CMIP6 and How Much Can They Actually Constrain the Future?,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-21-0055.1.pdf
0,AMS,clim,Volume 34,Issue 15,Observed Influence of Soil Moisture on the North American Monsoon: An Assessment Using the Stepwise Generalized Equilibrium Feedback Assessment Method,https://journals.ametsoc.org/downloadpdf/view/journals/clim/34/15/JCLI-D-20-0936.1.pdf
